,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,wine_style
5548,6.9,0.4,0.37,8.9,0.053,36.0,148.0,0.996,nan,0.5,9.3,5, light 
5549,4.9,0.345,0.34,1.0,0.068,32.0,143.0,?,3.24,0.4,10.1,5,medium
5550,6.3,0.33,0.2,17.9,0.066,36.0,161.0,0.9991, 3.14 ,0.51,8.8,5,light
5551,,0.16,0.3,2.6,0.043,34.0,90.0,0.99047,2.88,0.47,11.2,6,medium
5552,8.4,0.22,0.3,1.3,0.038,45.0,122.0,0.99178,3.13,0.54,10.8,7,medium
5553,6.3,0.33,0.2,17.9,0.066,36.0,161.0,?,3.14,0.51,8.8,5,
5554,7.0,0.16,0.3,2.6,0.043,34.0,90.0,0.99047,2.88,0.47,11.2, 6 ,MEDIUM
5555,5.4,0.24,0.18,2.3,0.05,22.0,145.0,0.99207,3.24,0.46,10.3,5,medium
5556,7.7,0.31,0.36,4.3,0.026,15.0,87.0,?,3.11,0.48,12.0,5,strong
5557,5.6,0.185,0.19,7.1,0.048,36.0,110.0,0.99438, 3.26 ,0.41,9.5,6,LIGHT
5558,5.6,0.185,0.19,7.1,0.048,36.0,110.0,?,3.26,0.41,9.5,6, light 
5559,6.6,0.43,0.24,11.9,0.04,54.0,159.0,0.99622, 3.14 ,0.54,9.8,6,MEDIUM
5560,7.6,0.39,0.46,11.7,0.084,55.0,170.0,0.99773,2.91,0.51,9.0,5, LIGHT 
5561,7.2,,0.27,5.8,0.032,40.0,118.0,0.99088,3.17,0.53,13.0,7,STRONG
5562,6.0,0.34,0.32,3.8,0.044,13.0,116.0,0.99108,nan,0.44,11.8,7,strong
5563,7.5,0.35,0.48,12.4,0.056,61.0,176.5,0.99803, nan ,0.52,8.8,5,light
5564,7.3,0.38,0.23,6.5,0.05,18.0,102.0,0.99304,3.1,0.55,11.2,4,medium
5565,5.4,0.185,0.19,7.1,0.048,36.0,110.0,0.99438,3.26,0.41,9.5,6,light
5566,6.3,0.27,0.51,7.6,0.049,35.0,200.0,0.99548,3.16,0.54,9.4,4,LIGHT
5567,6.5,0.29,0.52,7.9,0.049,35.0,192.0,0.99551,nan,0.51,9.5,6,light
5568,6.4,0.17,0.3,2.8,0.034,33.0,125.0,0.99152,3.03,0.49,10.4,6,
5569,6.7,0.18,0.31,10.6,,42.0,143.0,0.99572,3.08,0.49,9.8,7,medium
5570,6.4,0.17,0.3,2.8,0.034,33.0,125.0,0.99152,3.03,0.49,10.4,6,medium
5571,,0.37,0.67,1.5,0.175,16.0,490.0,0.99244, nan ,2.24,25.75,6,strong
5572,6.3,0.27,0.51,7.6,0.049,35.0,200.0,0.99548, 3.16 ,0.54,9.4,4,LIGHT
5573,6.5,0.29,0.52,7.9,0.049,35.0,960.0,0.99551,3.16,2.04,23.75,6,strong
5574,6.1,0.24,0.26,1.7,0.033,61.0,134.0,0.9903,3.19,0.81,11.9,7,strong
5575,7.0,,0.29,7.6,0.025,35.0,124.0,0.99162,3.15,0.65,12.8,7,strong
5576,6.9,,0.25,nan,0.03,18.0,117.0,0.99116,3.09,0.38,13.0,6,strong
5577,6.5,0.29,0.53,1.7,0.04,41.0,192.0,?,3.26,0.59,10.4,7,medium
5578,6.5,0.29,0.52,,0.034,41.0,193.0,0.99223, 3.25 ,0.59,10.4,6,MEDIUM
5579,6.1,0.22,0.25,12.1,0.035,54.0,135.0,0.99481,3.21,0.4,10.7,5,medium
5580,6.3,0.22,0.27,4.5,0.036,81.0,157.0,0.9928,3.05,0.76,10.7,7,medium
5581,6.1,0.24,0.26,1.7,0.033,61.0,134.0,0.9903,3.19,0.81,11.9,7, STRONG 
5582,5.6,0.23,0.25,8.0,0.043,31.0,101.0,0.99429,3.19,0.42,10.4,6,medium
5583,7.0,,0.29,,0.025,35.0,124.0,0.99162,3.15,0.65,12.8,7,STRONG
5584,6.8,0.11,0.27,8.6,0.044,45.0,104.0,0.99454,3.2,0.37,9.9,6,medium
5585,6.8,0.11,0.27,8.6,0.044,45.0,104.0,0.99454,3.2,0.37,9.9, 6 ,medium
5586,7.3,0.23,0.41,14.6,0.048,73.0,223.0,0.99863,3.16,0.71,9.4,6,light
5587,6.1,0.2,0.17,1.6,0.048,46.0,129.0,0.991,3.3,0.43,11.4,6,medium
5588,6.8,0.11,0.27,8.6,0.044,45.0,520.0,0.99454,3.2,1.48,24.75,6,strong
5589,7.3,0.23,0.41,14.6,0.048,73.0,223.0,0.99863,3.16,0.71,9.4,6,light
5590,6.9,0.2,0.41,1.1,0.06,36.0,104.0,0.99317, nan ,0.39,9.2,5,LIGHT
5591,6.7,0.19,0.32,nan,0.041,26.0,76.0,0.99173,2.9,0.57,10.5,7,MEDIUM
5592,6.7,0.28,0.34,8.9,,32.0,111.0,0.99455,3.25,0.54,11.0,7,medium
5593,,0.28,0.34,8.9,,32.0,111.0,0.99455,3.25,0.54,11.0,7,medium
5594,8.0,0.37,0.31,,0.038,3.0,127.0,0.99186,2.9,0.72,12.1,5,STRONG
5595,6.7,0.28,0.34,8.9,,32.0,111.0,0.99455,3.25,0.54,11.0,7,MEDIUM
5596,6.0,,0.29,3.1,0.041,37.0,144.0,0.98944,3.22,0.39,12.8, 7 ,strong
5597,6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.9942,3.01,0.98,10.5,6,medium
5598,6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.9942,3.01,0.98,10.5,6,medium
5599,6.4,0.24,0.49,5.8,0.053,25.0,120.0,994.1999999999999,3.01,0.98,10.5, 6 ,medium
5600,6.4,0.25,0.57,,,21.0,122.0,0.99238,nan,0.4,9.5,5,light
5601,,0.25,0.48,15.8,,25.0,94.0,997.82, 3.07 ,0.45,9.2,6,light
5602,6.8,0.14,0.35,1.5,0.047,40.0,117.0,0.99111, 3.07 ,0.72,11.1,6,medium
5603,6.5,0.38,0.26,5.2,0.042,33.0,112.0,0.99067,3.06,0.5,12.3,7,STRONG
5604,6.8,0.14,0.35,1.5,0.047,40.0,117.0,0.99111,3.07,0.72,11.1,6,medium
5605,5.4,,0.32,2.5,0.037,10.0,51.0,0.98878,3.04,0.58,12.6,6,STRONG
5606,,0.25,0.57,1.0,0.062,21.0,122.0,0.99238,3.0,0.4,9.5,5,light
5607,6.1,0.25,0.48,15.8,0.052,25.0,94.0,0.99782,3.07,0.45,9.2, 6 ,light
5608,6.8,0.22,0.32,5.9,0.054,40.0,152.0,0.9938, 3.2 ,0.57,10.8, 6 , medium 
5609,7.2,0.21,0.29,3.1,0.044,39.0,122.0,?, 3.0 ,0.6,11.3,6,medium
5610,,,0.29,3.1,0.041,37.0,144.0,0.98944,3.22,0.39,12.8,7,strong
5611,6.4,0.24,0.49,5.8,,25.0,120.0,0.9942,3.01,0.98,10.5,6,medium
5612,6.5,0.46,0.24,nan,0.051,56.0,171.0,0.99588,3.08,0.56,9.8,6,medium
5613,6.5,0.18,0.48,18.0,0.054,56.0,915.0,1.00038,2.98,2.44,21.25,6,strong
5614,6.2,0.32,0.12,4.8,0.054,6.0,97.0,994.24,3.16,0.5,9.3,5, light 
5615,7.2,0.4,0.24,8.5,0.055,45.0,151.0,0.99626,3.2,0.52,9.2,5,light
5616,5.9,0.23,0.24,1.6,0.037,32.0,115.0,0.99076,3.21,0.51,11.4,6,MEDIUM
5617,6.4,0.18,0.48,18.0,0.054,56.0,183.0,1.00038,2.98,0.61,8.5,6, light 
5618,6.2,0.32,0.12,4.8,0.054,6.0,485.0,0.99424,3.16,2.0,23.25,5,strong
5619,,0.37,0.12,5.9,0.056,6.0,91.0,0.99536,3.06,0.46,8.4,4,light
5620,7.0,0.23,0.42,1.1,0.062,35.0,100.0,?,3.04,0.4,9.2,5, light 
5621,7.2,0.4,0.24,nan,0.055,45.0,151.0,0.99626, 3.2 ,0.52,9.2,5,LIGHT
5622,7.6,0.19,0.37,13.1,,52.0,151.0,0.99726,3.18,0.79,10.4,6,medium
5623,6.0,0.28,0.27,4.1,0.046,50.0,147.0,0.99126, 3.27 ,0.56,11.6,6,strong
5624,,,0.45,2.9,0.029,37.0,94.0,0.98998,3.25,0.6,12.4, 6 ,strong
5625,7.6,0.19,0.37,13.1,0.033,52.0,151.0,0.99726,3.18,0.79,10.4,6,MEDIUM
5626,6.4,0.26,0.26,1.1,0.052,22.0,176.0,0.99304,3.09,0.54,9.3,5,LIGHT
5627,5.9,0.25,0.27,1.5,0.029,37.0,81.0,0.9892,3.2,0.46,12.2,6,STRONG
5628,,0.28,0.3,7.75,,33.0,139.0,0.99296,3.22,0.46,11.0,6, medium 
5629,6.9,0.19,0.38,1.15,0.023,30.0,105.0,0.99047,3.11,0.38,11.4,5, medium 
5630,6.4,0.29,0.57,1.0,0.06,15.0,120.0,0.9924,3.06,0.41,9.5,5,light
5631,6.8,0.27,0.22,17.8,0.034,16.0,116.0,0.9989,3.07,0.53,9.2,5,light
5632,7.5,0.26,0.38,5.7,0.021,23.0,125.0,0.99338,3.13,0.62,11.1,6,medium
5633,,0.27,0.22,17.8,0.034,16.0,116.0,0.9989,3.07,0.53,9.2,5,light
5634,6.4,0.2,0.22,7.4,0.032,53.0,172.0,0.99404,3.24,0.58,11.0,6,medium
5635,7.3,0.33,0.22,1.4,0.041,40.0,177.0,0.99287,3.14,0.48,9.9,5, medium 
5636,7.3,0.34,0.22,1.4,0.044,43.0,176.0,0.99286,3.14,0.46,9.9,5,MEDIUM
5637,6.4,0.29,0.57,1.0,0.06,15.0,120.0,0.9924,3.06,0.41,9.5,5,LIGHT
5638,,,0.16,4.4,0.033,8.0,109.0,990.58,3.35,0.47,12.4, 4 ,strong
5639,6.3,0.24,0.29,1.6,,48.0,185.0,993.4,3.21,0.5,9.4,5,light
5640,6.2,0.24,0.22,7.9,0.053,45.0,149.0,0.99545,3.23,0.52,9.3,5,light
5641,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,light
5642,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,light
5643,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,light
5644,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,LIGHT
5645,7.2,0.17,0.28,17.55,0.05,33.0,154.0,0.99971, 2.94 ,0.43,9.0,7, light 
5646,6.9,0.19,0.35,13.5,0.038,49.0,118.0,0.99546,3.0,0.63,10.7, 6 ,medium
5647,6.9,0.19,0.35,13.5,,49.0,118.0,0.99546,3.0,0.63,10.7,6,medium
5648,6.8,0.16,0.36,nan,0.034,32.0,98.0,0.99058,3.02,0.58,11.3,6,medium
5649,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,LIGHT
5650,6.8,0.3,0.27,11.6,0.028,22.0,97.0,0.99314,2.96,0.38,11.7,6,STRONG
5651,6.2,0.24,0.22,7.9,0.053,45.0,149.0,0.99545,3.23,0.52,9.3,5,light
5652,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984, 2.9 ,0.43,8.7,7,LIGHT
5653,7.2,0.17,0.28,nan,0.05,33.0,154.0,0.99971,2.94,0.43,9.0,7, light 
5654,6.8,0.3,0.27,11.6,0.028,22.0,97.0,0.99314, 2.96 ,0.38,11.7,6,strong
5655,6.5,0.43,0.18,13.15,0.032,25.0,131.0,0.99565,3.23,0.51,10.7,5,MEDIUM
5656,6.6,0.17,0.36,1.9,0.036,38.0,110.0,0.99056,3.05,0.54,11.4,6,medium
5657,6.9,0.19,0.35,13.5,0.038,49.0,118.0,995.46,3.0,0.63,10.7,6, medium 
5658,6.8,0.16,0.36,1.3,0.034,32.0,98.0,0.99058,3.02,0.58,11.3,6,medium
5659,6.4,0.41,0.01,6.1,0.048,20.0,70.0,0.99362,3.19,0.42,10.0,5, medium 
5660,6.4,0.41,0.01,6.1,0.048,20.0,70.0,0.99362,3.19,0.42,10.0,5,MEDIUM
5661,,0.36,0.32,1.9,0.036,27.0,119.0,991.9599999999999,3.15,0.49,11.2,6,medium
5662,6.1,0.17,0.21,1.9,0.09,44.0,130.0,0.99255,3.07,0.41,9.7, 5 ,MEDIUM
5663,5.5,,0.21,nan,,23.0,85.0,0.99027,3.42,0.42,12.5, 5 ,strong
5664,6.6,,0.26,11.3,0.029,32.0,110.0,0.99302,3.27,0.78,12.9,8,STRONG
5665,7.1,0.44,0.27,8.4,0.057,60.0,160.0,0.99257,3.16,0.36,11.8, 6 ,strong
5666,6.9,0.38,0.28,8.3,0.062,22.0,166.0,?,nan,0.72,10.6,5,medium
5667,7.1,0.44,0.27,nan,0.057,60.0,160.0,0.99257,nan,0.36,11.8,6,strong
5668,6.2,0.24,0.28,12.2,0.049,54.0,133.0,0.9952,3.19,0.37,10.7,6, medium 
5669,6.1,0.28,0.27,8.0,0.048,41.0,162.0,0.99498,3.21,0.51,9.9,5,medium
5670,7.6,0.26,0.32,1.3,0.048,23.0,76.0,?,2.96,0.46,12.0,6, strong 
5671,7.5,0.16,0.38,12.7,0.043,70.5,163.0,0.99706,3.15,0.82,10.4,7,medium
5672,6.5,0.36,0.16,1.3,0.054,11.0,107.0,0.99398,3.19,0.39,8.5,5,light
5673,6.6,0.35,0.19,10.5,0.06,15.0,82.0,0.99588,3.13,0.38,9.9,4,MEDIUM
5674,5.7,0.25,0.26,12.5,0.049,52.5,120.0,?,3.08,0.45,9.4,6,light
5675,7.4,0.37,0.26,9.6,0.05,33.0,134.0,0.99608,3.13,0.46,10.4,5,
5676,5.7,0.25,0.21,1.5,0.044,21.0,540.0,0.99142,3.3,2.36,27.5,6,strong
5677,5.8,0.23,0.21,1.5,0.044,21.0,110.0,0.99138,3.3,0.57,11.0,6,medium
5678,5.4,0.265,0.28,7.8,0.052,27.0,91.0,?,3.19,0.38,10.4,6,medium
5679,5.7,0.25,0.27,10.8,0.05,58.0,116.0,0.99592,3.1,0.5,9.8,6,medium
5680,5.7,0.25,0.26,12.5,0.049,52.5,530.0,0.99691,3.08,1.8,23.5, 6 ,STRONG
5681,5.9,0.23,0.28,8.6,,37.0,142.0,0.99432,3.23,0.53,10.6,6,medium
5682,6.2,0.3,0.32,1.2,0.052,32.0,185.0,0.99266,3.28,0.44,10.1,5, MEDIUM 
5683,6.5,0.33,0.24,14.5,0.048,20.0,96.0,0.99456,nan,0.3,11.5,8,medium
5684,7.4,0.26,0.29,3.7,0.048,14.0,73.0,0.9915,3.06,0.45,11.4,6,medium
5685,,0.2,0.4,,0.058,30.0,93.0,0.99322, 3.03 ,0.38,9.2,6,LIGHT
5686,,0.21,0.42,1.1,0.059,33.0,101.0,0.9927,nan,0.38,9.7,6,medium
5687,7.3,0.25,0.27,3.8,0.047,16.0,79.0,0.99173, 3.07 ,0.46,11.3,6,medium
5688,6.8,0.27,0.24,4.6,,36.0,127.0,0.99412,3.15,0.49,9.6, 6 ,medium
5689,6.7,0.24,0.3,nan,0.07,44.0,179.0,0.99666,2.86,0.46,8.9,6,light
5690,6.4,0.14,0.28,7.9,0.057,21.0,82.0,0.99425,3.26,0.36,10.0,6,medium
5691,6.4,0.5,0.2,2.4,0.059,19.0,112.0,0.99314,nan,0.4,9.2,6,light
5692,6.6,0.41,0.27,10.7,0.11,20.0,103.0,0.99672,3.08,0.41,9.0,6,
5693,6.4,,0.28,4.9,0.03,29.0,98.0,0.99024,3.09,0.58,12.8,7,strong
5694,6.6,0.41,0.27,10.7,0.11,20.0,103.0,0.99672,3.08,0.41,9.0,6,light
5695,8.0,0.25,0.35,1.1,,13.0,136.0,0.99366,3.08,0.55,9.5,5, light 
5696,6.4,0.14,0.28,7.9,0.057,21.0,82.0,0.99425, 3.26 ,0.36,10.0,6,medium
5697,6.6,0.21,0.34,5.6,0.046,30.0,140.0,0.99299, 3.22 ,0.38,11.0,5,medium
5698,6.4,0.5,0.2,2.4,0.059,19.0,112.0,0.99314,3.18,0.4,9.2,6,light
5699,,0.29,0.23,14.2,0.037,24.0,99.0,0.99528,3.08,0.38,10.6,6,MEDIUM
5700,6.9,0.37,0.23,9.5,0.057,54.0,166.0,0.99568,nan,0.42,10.0,5,
5701,6.9,0.37,0.23,9.5,0.057,54.0,166.0,0.99568,3.23,0.42,10.0,5,medium
5702,,0.31,0.28,4.1,0.03,22.0,86.0,0.99062,3.31,0.38,11.7,7,strong
5703,6.9,,0.27,4.7,0.035,17.0,80.0,0.99058,3.12,0.36,12.5, 7 ,strong
5704,6.9,0.3,0.45,1.4,0.039,36.0,122.0,0.99059, 3.07 ,0.47,11.1,7,MEDIUM
5705,5.3,0.23,0.56,0.9,0.041,46.0,141.0,0.99119,3.16,0.62,9.7,5,medium
5706,6.8,0.3,0.26,20.3,0.037,45.0,150.0,997.27, 3.04 ,0.38,12.3,6, strong 
5707,6.7,0.28,0.42,3.5,0.035,43.0,105.0,0.99021, 3.18 ,0.38,12.2,6,strong
5708,,0.255,0.22,2.7,0.043,46.0,153.0,0.99238,3.75,0.76,11.3,6,medium
5709,7.6,0.4,0.27,1.2,0.053,23.0,193.0,0.99164, 3.22 ,0.38,11.6,5,strong
5710,5.5,0.21,0.25,1.2,0.04,18.0,75.0,0.99006,3.31,0.56,11.3,6,medium
5711,6.0,0.2,0.25,2.0,0.041,30.0,95.0,0.99078,3.27,0.56,11.1,6,medium
5712,6.1,0.17,0.29,1.1,0.041,32.0,92.0,0.99036,3.26,0.57,11.2,6,
5713,7.5,0.21,0.29,1.5,0.046,35.0,107.0,0.99123,3.15,0.45,11.3,6,medium
5714,7.3,0.26,0.32,nan,0.041,29.0,94.0,0.98978,3.07,0.45,12.0,6,strong
5715,6.2,0.35,0.2,18.1,0.069,33.0,158.0,0.99908,3.15,0.5,8.8,6,light
5716,6.2,0.35,0.2,18.1,0.069,33.0,158.0,0.99908,3.15,0.5,8.8,6,light
5717,6.5,0.43,0.31,3.6,0.046,19.0,143.0,0.99022,3.15,0.34,12.0,8, strong 
5718,6.5,0.4,0.31,nan,,22.0,147.0,0.99024,3.15,0.31,12.0,7,strong
5719,7.4,0.28,0.5,12.1,0.049,48.0,122.0,0.9973,3.01,0.44,9.0,5,light
5720,6.3,0.23,0.22,17.45,0.054,42.0,151.0,0.99853, 3.12 ,0.6,9.3,6,
5721,,0.34,0.25,12.1,0.059,33.0,171.0,0.99769,3.14,0.56,8.7, 6 ,light
5722,,,0.32,3.0,0.095,13.0,75.0,?,3.1,0.63,12.8,6,STRONG
5723,6.0,0.13,0.36,1.6,0.052,23.0,72.0,0.98974,3.1,0.5,11.5, 7 ,MEDIUM
5724,6.3,0.17,0.23,5.7,0.048,44.0,147.0,0.99382,nan,0.54,10.0,5,medium
5725,6.3,0.18,0.22,5.6,0.047,45.0,147.0,0.99383,3.09,0.54,10.0,5,medium
5726,6.7,0.31,0.34,6.8,0.059,51.0,215.0,0.99538,3.33,0.56,10.3, 5 ,
5727,6.6,0.33,0.32,nan,0.054,62.0,227.0,0.99734,3.25,0.56,10.4,5, medium 
5728,6.3,,0.31,6.0,0.02,18.0,68.0,0.98981,3.22,0.29,13.4,7,STRONG
5729,6.8,0.29,0.32,nan,0.032,18.0,130.0,0.99095,3.05,0.62,11.2,6,MEDIUM
5730,7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.9964,3.26,0.36,9.1,5,LIGHT
5731,7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.9964,3.26,0.36,9.1,5,light
5732,5.7,0.25,0.27,11.5,0.04,24.0,120.0,0.99411,3.33,0.31,10.8,6,medium
5733,6.8,,0.28,7.8,0.038,26.0,89.0,0.9915,3.24,0.34,12.5, 6 ,strong
5734,5.9,0.26,0.24,2.4,0.046,27.0,132.0,0.99234,3.63,0.73,11.3,5,medium
5735,5.9,,0.23,5.0,0.035,20.0,128.0,0.99016,3.46,0.48,12.8,6,STRONG
5736,7.4,0.31,0.26,nan,0.048,47.0,206.0,0.9964,3.26,0.36,9.1,5,light
5737,6.6,,0.32,1.5,0.041,8.0,72.0,0.98949,3.22,0.39,12.7,6, strong 
5738,6.8,0.18,0.35,5.4,0.054,53.0,143.0,0.99287,nan,0.54,11.0, 7 ,medium
5739,6.8,0.28,0.29,11.9,0.052,51.0,149.0,0.99544, 3.02 ,0.58,10.4,6,medium
5740,6.8,0.28,0.29,11.9,0.052,51.0,149.0,0.99544,3.02,0.58,10.4,6,medium
5741,5.9,0.27,0.27,9.0,,43.0,136.0,0.9941,3.25,0.53,10.7,6,medium
5742,6.1,0.25,0.28,10.0,0.055,56.0,655.0,0.994,3.22,1.4,27.25,6,strong
5743,6.8,0.28,0.29,11.9,0.052,51.0,149.0,0.99544, 3.02 ,0.58,10.4, 6 ,medium
5744,6.8,0.26,0.29,11.9,0.052,54.0,160.0,0.99546,3.03,0.58,10.4,6,
5745,,0.13,0.29,15.5,,56.0,115.5,0.99737, 3.16 ,0.41,9.7,7,medium
5746,6.8,0.18,0.35,5.4,0.054,53.0,143.0,0.99287,3.1,0.54,11.0,7, medium 
5747,6.2,0.2,0.25,15.0,,8.0,120.0,0.99767, 3.19 ,0.53,9.6,6,medium
5748,5.8,,0.28,1.4,0.038,40.0,76.0,0.98711,3.1,0.29,13.9,7, strong 
5749,7.6,0.48,0.31,9.4,0.046,6.0,194.0,?,3.07,0.61,9.4,5,LIGHT
5750,,,0.32,3.7,0.032,29.0,193.0,0.99134,3.1,0.67,12.5,6,strong
5751,6.2,0.2,0.25,15.0,0.055,8.0,120.0,0.99767,3.19,0.53,9.6,6,medium
5752,6.1,0.3,0.47,1.4,0.049,50.0,187.0,0.9927,3.19,0.45,9.5,5,light
5753,6.2,0.32,0.5,6.5,0.048,61.0,186.0,0.9948,3.19,0.45,9.6,5,medium
5754,6.1,0.3,0.47,1.4,0.049,50.0,187.0,0.9927, 3.19 ,0.45,9.5,5,LIGHT
5755,6.3,0.34,0.52,,0.047,63.0,186.0,0.99481,3.18,0.44,9.6,5,medium
5756,7.4,0.16,0.3,nan,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,7,light
5757,7.4,0.16,0.3,nan,0.056,33.0,168.0,0.99825,nan,0.44,8.7, 7 ,light
5758,7.4,0.16,0.3,13.7,0.056,33.0,168.0,998.25,2.9,0.44,8.7,7,LIGHT
5759,,0.16,0.3,13.7,,33.0,168.0,0.99825,2.9,0.44,8.7,7,light
5760,7.4,0.16,0.3,nan,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,7,LIGHT
5761,7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,7,light
5762,7.2,0.26,0.38,1.5,0.061,12.0,120.0,0.99192,3.18,0.46,10.4,5,medium
5763,7.0,0.31,0.35,1.6,0.063,13.0,119.0,0.99184,3.22,0.5,10.7,5, medium 
5764,6.6,0.22,0.35,1.4,0.05,23.0,83.0,?,3.17,0.48,12.0,7,strong
5765,5.8,0.23,0.31,3.5,0.044,35.0,158.0,0.98998, nan ,0.37,12.1,7, strong 
5766,6.3,,0.32,1.0,0.04,39.0,118.0,0.98886,nan,0.4,13.1,8,strong
5767,6.0,,0.26,1.4,,30.0,104.0,0.98998,3.32,0.41,12.4,6,strong
5768,6.7,,0.34,1.5,0.035,45.0,123.0,0.98949,3.24,0.36,12.6,7,strong
5769,7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,nan,0.44,8.7,7,light
5770,6.6,0.22,0.37,1.6,0.04,31.0,101.0,0.99009, 3.15 ,0.66,12.0,5,strong
5771,6.8,0.34,0.27,nan,0.06,14.0,169.0,0.99252, 3.27 ,0.57,11.6,6, strong 
5772,7.1,0.34,0.86,1.4,0.174,36.0,99.0,0.99288, 2.92 ,0.5,9.3,5, light 
5773,6.3,0.24,0.22,11.9,0.05,65.0,179.0,0.99659,3.06,0.58,9.3,6,LIGHT
5774,6.9,0.35,0.39,2.4,0.048,25.0,157.0,0.99133, 3.2 ,0.54,11.1,7,medium
5775,,0.24,0.33,3.2,0.049,68.0,161.0,0.99324,3.1,0.69,10.2,6,medium
5776,6.4,0.25,0.33,,0.037,35.0,113.0,0.99164,3.23,0.66,10.6,6,medium
5777,5.8,0.19,0.33,4.2,0.038,49.0,133.0,991.07, 3.16 ,0.42,11.3,7,MEDIUM
5778,6.9,0.24,0.4,15.4,0.052,81.0,198.0,0.9986,3.2,0.69,9.4,5,light
5779,6.5,0.31,0.61,13.0,0.053,31.0,123.0,0.99708, 3.09 ,0.5,9.3,6,light
5780,6.6,0.25,0.32,5.6,0.039,15.0,68.0,0.99163,2.96,0.52,11.1,6,medium
5781,7.5,0.38,0.56,9.7,0.055,15.0,170.0,0.99605,3.13,0.65,9.9,6,medium
5782,6.2,0.3,0.3,2.5,0.041,29.0,82.0,0.99065,3.31,0.61,11.8,7,strong
5783,6.4,,0.28,nan,0.04,24.0,81.0,0.9903, 3.26 ,0.64,12.6,7,strong
5784,6.9,0.24,0.4,15.4,,81.0,198.0,0.9986,3.2,0.69,9.4,5,light
5785,7.6,0.27,0.32,1.2,0.043,23.0,72.0,0.99236,3.06,0.68,10.5,5,medium
5786,5.9,0.24,0.34,2.0,0.037,40.0,108.0,0.98948,3.19,0.5,12.3,6,strong
5787,5.3,0.33,0.3,1.2,0.048,25.0,119.0,0.99045, 3.32 ,0.62,11.3,6,medium
5788,6.4,0.21,0.21,5.1,0.097,21.0,105.0,0.9939,3.07,0.46,9.6,5,MEDIUM
5789,7.0,0.22,0.3,1.4,,14.0,63.0,0.98985,3.2,0.33,12.0,6, strong 
5790,7.8,0.27,0.35,1.2,0.05,36.0,140.0,991.38,3.09,0.45,11.2,5,medium
5791,6.7,0.2,0.24,6.5,0.044,28.0,100.0,0.99348,3.12,0.33,10.2,6,medium
5792,8.1,,0.33,1.3,0.045,26.0,100.0,0.99066,nan,0.44,12.4,6,strong
5793,6.7,0.2,0.24,6.5,,28.0,100.0,0.99348,3.12,0.33,10.2,6,medium
5794,7.1,,0.24,2.7,0.04,24.0,87.0,0.98862,2.94,0.38,13.4,8,strong
5795,5.8,,0.29,1.3,0.036,25.0,68.0,0.98865,3.24,0.35,12.6,6,strong
5796,6.3,0.3,0.48,7.4,0.053,34.0,149.0,0.99472,3.18,0.53,9.8,5,MEDIUM
5797,7.9,0.36,0.53,12.9,0.049,63.0,139.0,0.99792,nan,0.45,9.1,5,light
5798,8.1,,0.33,1.3,0.045,26.0,100.0,0.99066,2.98,0.44,12.4,6,strong
5799,8.0,,0.33,1.2,0.044,28.0,101.0,0.99035, 3.03 ,0.43,12.5,6,strong
5800,6.7,0.41,0.27,nan,0.033,25.0,85.0,0.99086,3.05,0.34,11.7,6,STRONG
5801,6.7,,0.31,2.3,0.044,37.0,113.0,0.99013,3.29,0.46,12.9,6,strong
5802,6.2,0.3,0.32,1.3,0.054,27.0,183.0,?,3.3,0.43,10.1,5,medium
5803,6.9,0.26,0.38,,0.044,33.0,139.0,0.99517,3.06,0.5,10.3,6,MEDIUM
5804,6.7,0.41,0.27,2.6,0.033,25.0,85.0,0.99086, 3.05 ,0.34,11.7,6,strong
5805,5.9,0.32,0.2,14.4,0.05,29.0,144.0,996.66,3.24,0.41,10.3,6,medium
5806,6.1,0.25,0.3,1.2,0.036,42.0,107.0,0.991,nan,0.56,10.8,7,medium
5807,5.6,0.23,0.29,3.1,,19.0,89.0,0.99068,3.25,0.51,11.2,6,medium
5808,,0.23,0.32,1.7,0.024,26.0,102.0,0.99084,3.29,0.6,11.8,6,strong
5809,6.0,0.17,0.21,6.0,0.05,26.0,134.0,0.9939,3.08,0.54,9.8,6,medium
5810,7.1,0.38,0.42,11.8,0.041,32.0,193.0,0.99624,3.04,0.49,10.0,6,MEDIUM
